,lib_A_tag_ACACAC,lib_A_tag_ACAGCA,lib_A_tag_ACGACG,lib_A_tag_ACTAGC,lib_A_tag_ACTCTG,lib_A_tag_ACTGAT,lib_A_tag_AGAGAG,lib_A_tag_ATATCG,lib_A_tag_ATCAGT,lib_A_tag_ATGATA,lib_A_tag_ATGCAG,lib_A_tag_ATGTGC,lib_A_tag_CACGAT,lib_A_tag_CGACGC,lib_A_tag_CTGCGT,lib_A_tag_GATGAC,lib_A_tag_GCAGTG,lib_A_tag_GCGAGT,lib_A_tag_GCGCTC,lib_A_tag_GCGTAG,lib_A_tag_GCTACA,lib_A_tag_GTCTCT,lib_A_tag_TCGCAT,lib_A_tag_TCGTCA,lib_A_tag_TGTATG,lib_B_tag_ACACAC,lib_B_tag_ACAGCA,lib_B_tag_ACATGT,lib_B_tag_ACGACG,lib_B_tag_ACTAGC,lib_B_tag_ACTCTG,lib_B_tag_ACTGAT,lib_B_tag_AGAGAG,lib_B_tag_ATCAGT,lib_B_tag_ATGATA,lib_B_tag_ATGCAG,lib_B_tag_ATGTGC,lib_B_tag_CGACGC,lib_B_tag_CTCGCA,lib_B_tag_CTGCGT,lib_B_tag_GATGAC,lib_B_tag_GCAGTG,lib_B_tag_GCGAGT,lib_B_tag_GCGCTC,lib_B_tag_GCGTAG,lib_B_tag_GCTACA,lib_B_tag_GTCTCT,lib_B_tag_TACGTG,lib_B_tag_TAGATC,lib_B_tag_TCGCAT,lib_B_tag_TCGTCA,lib_B_tag_TCTGCG,lib_B_tag_TGTATG,lib_C_tag_ACACAC,lib_C_tag_ACATGT,lib_C_tag_ACGACG,lib_C_tag_ACTAGC,lib_C_tag_ACTCTG,lib_C_tag_ACTGAT,lib_C_tag_AGAGAG,lib_C_tag_ATCAGT,lib_C_tag_ATGATA,lib_C_tag_ATGCAG,lib_C_tag_ATGTGC,lib_C_tag_CACGAT,lib_C_tag_CGACGC,lib_C_tag_CTCGCA,lib_C_tag_CTGCGT,lib_C_tag_GATGAC,lib_C_tag_GCAGTG,lib_C_tag_GCGAGT,lib_C_tag_GCGCTC,lib_C_tag_GCGTAG,lib_C_tag_GCTACA,lib_C_tag_GTCTCT,lib_C_tag_TACGTG,lib_C_tag_TAGATC,lib_C_tag_TCGCAT,lib_C_tag_TCGTCA,lib_C_tag_TCTGCG,lib_C_tag_TGTATG,lib_D_tag_ACACAC,lib_D_tag_ACAGCA,lib_D_tag_ACATGT,lib_D_tag_ACGACG,lib_D_tag_ACTAGC,lib_D_tag_ACTCTG,lib_D_tag_ACTGAT,lib_D_tag_AGAGAG,lib_D_tag_ATATCG,lib_D_tag_ATCAGT,lib_D_tag_ATGATA,lib_D_tag_ATGCAG,lib_D_tag_ATGTGC,lib_D_tag_CACGAT,lib_D_tag_CGACGC,lib_D_tag_CTCGCA,lib_D_tag_CTGCGT,lib_D_tag_GATGAC,lib_D_tag_GCAGTG,lib_D_tag_GCGAGT,lib_D_tag_GCGCTC,lib_D_tag_GCGTAG,lib_D_tag_GCTACA,lib_D_tag_GTCTCT,lib_D_tag_TACGTG,lib_D_tag_TAGATC,lib_D_tag_TCGCAT,lib_D_tag_TCGTCA,lib_D_tag_TCTGCG,lib_D_tag_TGTATG,lib_E_tag_ACACAC,lib_E_tag_ACAGCA,lib_E_tag_ACATGT,lib_E_tag_ACGACG,lib_E_tag_ACTAGC,lib_E_tag_ACTCTG,lib_E_tag_ACTGAT,lib_E_tag_AGAGAG,lib_E_tag_ATATCG,lib_E_tag_ATCAGT,lib_E_tag_ATGATA,lib_E_tag_ATGCAG,lib_E_tag_ATGTGC,lib_E_tag_CACGAT,lib_E_tag_CGACGC,lib_E_tag_CTCGCA,lib_E_tag_GATGAC,lib_E_tag_GCAGTG,lib_E_tag_GCGAGT,lib_E_tag_GCGCTC,lib_E_tag_GCGTAG,lib_E_tag_GCTACA,lib_E_tag_TACGTG,lib_E_tag_TAGATC,lib_E_tag_TCGCAT,lib_E_tag_TCGTCA,lib_E_tag_TCTGCG,lib_E_tag_TGTATG,lib_F_tag_ACACAC,lib_F_tag_ACAGCA,lib_F_tag_ACATGT,lib_F_tag_ACGACG,lib_F_tag_ACTAGC,lib_F_tag_ACTCTG,lib_F_tag_ACTGAT,lib_F_tag_AGAGAG,lib_F_tag_ATATCG,lib_F_tag_ATCAGT,lib_F_tag_ATGATA,lib_F_tag_ATGCAG,lib_F_tag_ATGTGC,lib_F_tag_CACGAT,lib_F_tag_CGACGC,lib_F_tag_GATGAC,lib_F_tag_GCAGTG,lib_F_tag_GCGAGT,lib_F_tag_GCGCTC,lib_F_tag_GCGTAG,lib_F_tag_GCTACA,lib_F_tag_GTCTCT,lib_F_tag_TACGTG,lib_F_tag_TAGATC,lib_F_tag_TCGCAT,lib_F_tag_TCGTCA,lib_F_tag_TCTGCG,lib_F_tag_TGTATG,lib_G_tag_ACACAC,lib_G_tag_ACAGCA,lib_G_tag_ACATGT,lib_G_tag_ACGACG,lib_G_tag_ACTAGC,lib_G_tag_ACTCTG,lib_G_tag_ACTGAT,lib_G_tag_AGAGAG,lib_G_tag_ATATCG,lib_G_tag_ATCAGT,lib_G_tag_ATGATA,lib_G_tag_ATGCAG,lib_G_tag_ATGTGC,lib_G_tag_CACGAT,lib_G_tag_CGACGC,lib_G_tag_CTCGCA,lib_G_tag_CTGCGT,lib_G_tag_GATGAC,lib_G_tag_GCAGTG,lib_G_tag_GCGCTC,lib_G_tag_GCGTAG,lib_G_tag_GCTACA,lib_G_tag_GTCTCT,lib_G_tag_TACGTG,lib_G_tag_TAGATC,lib_G_tag_TCGCAT,lib_G_tag_TCGTCA,lib_G_tag_TCTGCG,lib_G_tag_TGTATG,lib_H_tag_ACACAC,lib_H_tag_ACAGCA,lib_H_tag_ACATGT,lib_H_tag_ACTAGC,lib_H_tag_ACTCTG,lib_H_tag_ACTGAT,lib_H_tag_AGAGAG,lib_H_tag_ATATCG,lib_H_tag_ATCAGT,lib_H_tag_ATGATA,lib_H_tag_ATGCAG,lib_H_tag_ATGTGC,lib_H_tag_CACGAT,lib_H_tag_CTCGCA,lib_H_tag_CTGCGT,lib_H_tag_GATGAC,lib_H_tag_GCAGTG,lib_H_tag_GCGAGT,lib_H_tag_GCGCTC,lib_H_tag_GCGTAG,lib_H_tag_GCTACA,lib_H_tag_GTCTCT,lib_H_tag_TACGTG,lib_H_tag_TAGATC,lib_H_tag_TCGCAT,lib_H_tag_TCGTCA,lib_H_tag_TCTGCG,lib_H_tag_TGTATG,lib_J_tag_ACACAC,lib_J_tag_ACAGCA,lib_J_tag_ACATGT,lib_J_tag_ACGACG,lib_J_tag_ACTAGC,lib_J_tag_ACTCTG,lib_J_tag_ACTGAT,lib_J_tag_AGAGAG,lib_J_tag_ATATCG,lib_J_tag_ATCAGT,lib_J_tag_ATGATA,lib_J_tag_ATGCAG,lib_J_tag_ATGTGC,lib_J_tag_CACGAT,lib_J_tag_CGACGC,lib_J_tag_CTCGCA,lib_J_tag_CTGCGT,lib_J_tag_GATGAC,lib_J_tag_GCAGTG,lib_J_tag_GCGAGT,lib_J_tag_GCGCTC,lib_J_tag_GCGTAG,lib_J_tag_GCTACA,lib_J_tag_GTCTCT,lib_J_tag_TAGATC,lib_J_tag_TCGCAT,lib_J_tag_TCTGCG,lib_J_tag_TGTATG,lib_K_tag_ACACAC,lib_K_tag_ACAGCA,lib_K_tag_ACGACG,lib_K_tag_ACTAGC,lib_K_tag_ACTCTG,lib_K_tag_ACTGAT,lib_K_tag_ATATCG,lib_K_tag_ATCAGT,lib_K_tag_ATGATA,lib_K_tag_ATGCAG,lib_K_tag_ATGTGC,lib_K_tag_CACGAT,lib_K_tag_CTCGCA,lib_K_tag_CTGCGT,lib_K_tag_GATGAC,lib_K_tag_GCAGTG,lib_K_tag_GCGAGT,lib_K_tag_GCGCTC,lib_K_tag_GCGTAG,lib_K_tag_GCTACA,lib_K_tag_GTCTCT,lib_K_tag_TACGTG,lib_K_tag_TAGATC,lib_K_tag_TCGCAT,lib_K_tag_TCGTCA,lib_K_tag_TCTGCG,lib_K_tag_TGTATG
DUP_96632,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_97260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_97282,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_97759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
DUP_97952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98057,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
DUP_98583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DUP_98852,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98901,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUP_98902,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
